capacity,carrier,discount_rate,economic_lifetime,from_asset,investment_integer,is_transport,technical_lifetime,to_asset
0.0,electricity,0.05,15,PL_Nuclear,true,false,15,PL_Balance
0.0,electricity,0.05,15,PL_CCGT,true,false,15,PL_Balance
0.0,electricity,0.05,15,PL_OCGT,true,false,15,PL_Balance
0.0,electricity,0.05,15,PL_Battery,true,false,15,PL_Balance
0.0,electricity,0.05,15,PL_Balance,true,false,15,PL_Battery
0.0,electricity,0.05,15,ES_Balance,true,false,15,ES_E_Demand
0.0,electricity,0.05,15,ES_Solar,true,false,15,ES_Balance
0.0,electricity,0.05,15,ES_Wind_Onshore,true,false,15,ES_Balance
0.0,electricity,0.05,15,ES_Wind_Offshore,true,false,15,ES_Balance
0.0,electricity,0.05,15,ES_Coal,true,false,15,ES_Balance
0.0,electricity,0.05,15,ES_Nuclear,true,false,15,ES_Balance
0.0,electricity,0.05,15,ES_CCGT,true,false,15,ES_Balance
0.0,electricity,0.05,15,ES_OCGT,true,false,15,ES_Balance
0.0,electricity,0.05,15,ES_Battery,true,false,15,ES_Balance
0.0,electricity,0.05,15,ES_Balance,true,false,15,ES_Battery
0.0,electricity,0.05,15,IT_Balance,true,false,15,IT_E_Demand
0.0,electricity,0.05,15,IT_Solar,true,false,15,IT_Balance
0.0,electricity,0.05,15,IT_Wind_Onshore,true,false,15,IT_Balance
0.0,electricity,0.05,15,IT_Wind_Offshore,true,false,15,IT_Balance
0.0,electricity,0.05,15,IT_Coal,true,false,15,IT_Balance
0.0,electricity,0.05,15,IT_Nuclear,true,false,15,IT_Balance
0.0,electricity,0.05,15,IT_CCGT,true,false,15,IT_Balance
0.0,electricity,0.05,15,IT_OCGT,true,false,15,IT_Balance
0.0,electricity,0.05,15,IT_Battery,true,false,15,IT_Balance
0.0,electricity,0.05,15,IT_Balance,true,false,15,IT_Battery
0.0,electricity,0.05,15,LT_Balance,true,false,15,LT_E_Demand
0.0,electricity,0.05,15,LT_Solar,true,false,15,LT_Balance
0.0,electricity,0.05,15,LT_Wind_Onshore,true,false,15,LT_Balance
0.0,electricity,0.05,15,LT_Wind_Offshore,true,false,15,LT_Balance
0.0,electricity,0.05,15,LT_Coal,true,false,15,LT_Balance
0.0,electricity,0.05,15,LT_Nuclear,true,false,15,LT_Balance
0.0,electricity,0.05,15,LT_CCGT,true,false,15,LT_Balance
0.0,electricity,0.05,15,LT_OCGT,true,false,15,LT_Balance
0.0,electricity,0.05,15,LT_Battery,true,false,15,LT_Balance
0.0,electricity,0.05,15,LT_Balance,true,false,15,LT_Battery
0.0,electricity,0.05,15,SI_Balance,true,false,15,SI_E_Demand
0.0,electricity,0.05,15,SI_Solar,true,false,15,SI_Balance
0.0,electricity,0.05,15,SI_Wind_Onshore,true,false,15,SI_Balance
0.0,electricity,0.05,15,SI_Wind_Offshore,true,false,15,SI_Balance
0.0,electricity,0.05,15,SI_Coal,true,false,15,SI_Balance
0.0,electricity,0.05,15,SI_Nuclear,true,false,15,SI_Balance
0.0,electricity,0.05,15,SI_CCGT,true,false,15,SI_Balance
0.0,electricity,0.05,15,SI_OCGT,true,false,15,SI_Balance
0.0,electricity,0.05,15,SI_Battery,true,false,15,SI_Balance
0.0,electricity,0.05,15,SI_Balance,true,false,15,SI_Battery
0.0,electricity,0.05,15,HU_Balance,true,false,15,HU_E_Demand
0.0,electricity,0.05,15,HU_Solar,true,false,15,HU_Balance
0.0,electricity,0.05,15,HU_Wind_Onshore,true,false,15,HU_Balance
0.0,electricity,0.05,15,HU_Wind_Offshore,true,false,15,HU_Balance
0.0,electricity,0.05,15,HU_Coal,true,false,15,HU_Balance
0.0,electricity,0.05,15,HU_Nuclear,true,false,15,HU_Balance
0.0,electricity,0.05,15,HU_CCGT,true,false,15,HU_Balance
0.0,electricity,0.05,15,HU_OCGT,true,false,15,HU_Balance
0.0,electricity,0.05,15,HU_Battery,true,false,15,HU_Balance
0.0,electricity,0.05,15,HU_Balance,true,false,15,HU_Battery
0.0,electricity,0.05,15,SK_Balance,true,false,15,SK_E_Demand
0.0,electricity,0.05,15,SK_Solar,true,false,15,SK_Balance
0.0,electricity,0.05,15,SK_Wind_Onshore,true,false,15,SK_Balance
0.0,electricity,0.05,15,SK_Wind_Offshore,true,false,15,SK_Balance
0.0,electricity,0.05,15,SK_Coal,true,false,15,SK_Balance
0.0,electricity,0.05,15,SK_Nuclear,true,false,15,SK_Balance
0.0,electricity,0.05,15,SK_CCGT,true,false,15,SK_Balance
0.0,electricity,0.05,15,SK_OCGT,true,false,15,SK_Balance
0.0,electricity,0.05,15,SK_Battery,true,false,15,SK_Balance
0.0,electricity,0.05,15,SK_Balance,true,false,15,SK_Battery
1000.0,electricity,0.05,15,NL_Balance,true,true,15,NO_Balance
1000.0,electricity,0.05,15,NL_Balance,true,true,15,UK_Balance
1000.0,electricity,0.05,15,NL_Balance,true,true,15,BE_Balance
1000.0,electricity,0.05,15,NL_Balance,true,true,15,DK_Balance
1000.0,electricity,0.05,15,NL_Balance,true,true,15,DE_Balance
1000.0,electricity,0.05,15,BE_Balance,true,true,15,UK_Balance
1000.0,electricity,0.05,15,BE_Balance,true,true,15,LU_Balance
1000.0,electricity,0.05,15,BE_Balance,true,true,15,FR_Balance
1000.0,electricity,0.05,15,BE_Balance,true,true,15,DE_Balance
1000.0,electricity,0.05,15,DE_Balance,true,true,15,NO_Balance
1000.0,electricity,0.05,15,DE_Balance,true,true,15,FR_Balance
1000.0,electricity,0.05,15,DE_Balance,true,true,15,CZ_Balance
1000.0,electricity,0.05,15,DE_Balance,true,true,15,PL_Balance
1000.0,electricity,0.05,15,DE_Balance,true,true,15,LU_Balance
1000.0,electricity,0.05,15,DE_Balance,true,true,15,DK_Balance
1000.0,electricity,0.05,15,DE_Balance,true,true,15,CH_Balance
1000.0,electricity,0.05,15,DE_Balance,true,true,15,SE_Balance
1000.0,electricity,0.05,15,DE_Balance,true,true,15,AT_Balance
1000.0,electricity,0.05,15,FR_Balance,true,true,15,IE_Balance
1000.0,electricity,0.05,15,FR_Balance,true,true,15,ES_Balance
1000.0,electricity,0.05,15,FR_Balance,true,true,15,IT_Balance
1000.0,electricity,0.05,15,FR_Balance,true,true,15,LU_Balance
1000.0,electricity,0.05,15,FR_Balance,true,true,15,UK_Balance
1000.0,electricity,0.05,15,FR_Balance,true,true,15,CH_Balance
1000.0,electricity,0.05,15,CH_Balance,true,true,15,IT_Balance
1000.0,electricity,0.05,15,CH_Balance,true,true,15,AT_Balance
1000.0,electricity,0.05,15,UK_Balance,true,true,15,NO_Balance
1000.0,electricity,0.05,15,UK_Balance,true,true,15,IE_Balance
1000.0,electricity,0.05,15,UK_Balance,true,true,15,DK_Balance
1000.0,electricity,0.05,15,DK_Balance,true,true,15,PL_Balance
1000.0,electricity,0.05,15,DK_Balance,true,true,15,NO_Balance
1000.0,electricity,0.05,15,DK_Balance,true,true,15,SE_Balance
1000.0,electricity,0.05,15,NO_Balance,true,true,15,SE_Balance
1000.0,electricity,0.05,15,SE_Balance,true,true,15,PL_Balance
1000.0,electricity,0.05,15,SE_Balance,true,true,15,LT_Balance
1000.0,electricity,0.05,15,AT_Balance,true,true,15,IT_Balance
1000.0,electricity,0.05,15,AT_Balance,true,true,15,HU_Balance
1000.0,electricity,0.05,15,AT_Balance,true,true,15,SI_Balance
1000.0,electricity,0.05,15,AT_Balance,true,true,15,CZ_Balance
1000.0,electricity,0.05,15,CZ_Balance,true,true,15,PL_Balance
1000.0,electricity,0.05,15,CZ_Balance,true,true,15,SK_Balance
1000.0,electricity,0.05,15,PL_Balance,true,true,15,LT_Balance
1000.0,electricity,0.05,15,PL_Balance,true,true,15,SK_Balance
1000.0,electricity,0.05,15,IT_Balance,true,true,15,SI_Balance
1000.0,electricity,0.05,15,SI_Balance,true,true,15,HU_Balance
1000.0,electricity,0.05,15,HU_Balance,true,true,15,SK_Balance
