asset,commission_year,decommissionable,initial_storage_units,initial_units,milestone_year
LT_Coal2,2050,false,0.0,0.0,2050
LT_Nuclear2,2050,false,0.0,0.0,2050
FI_Solar,2050,false,0.0,0.0,2050
FI_Wind_Onshore,2050,false,0.0,0.0,2050
FI_Wind_Offshore,2050,false,0.0,0.0,2050
FI_Coal,2050,false,0.0,0.0,2050
FI_Nuclear,2050,false,0.0,0.0,2050
FI_CCGT,2050,false,0.0,0.0,2050
FI_OCGT,2050,false,0.0,0.0,2050
FI_Battery,2050,false,0.0,0.0,2050
FI_Wind_Onshore2,2050,false,0.0,0.0,2050
FI_Wind_Offshore2,2050,false,0.0,0.0,2050
FI_Coal2,2050,false,0.0,0.0,2050
FI_Nuclear2,2050,false,0.0,0.0,2050
SI_Solar,2050,false,0.0,0.0,2050
SI_Wind_Onshore,2050,false,0.0,0.0,2050
SI_Wind_Offshore,2050,false,0.0,0.0,2050
SI_Coal,2050,false,0.0,0.0,2050
SI_Nuclear,2050,false,0.0,0.0,2050
SI_CCGT,2050,false,0.0,0.0,2050
SI_OCGT,2050,false,0.0,0.0,2050
SI_Battery,2050,false,0.0,0.0,2050
SI_Wind_Onshore2,2050,false,0.0,0.0,2050
SI_Wind_Offshore2,2050,false,0.0,0.0,2050
SI_Coal2,2050,false,0.0,0.0,2050
SI_Nuclear2,2050,false,0.0,0.0,2050
HU_Solar,2050,false,0.0,0.0,2050
HU_Wind_Onshore,2050,false,0.0,0.0,2050
HU_Wind_Offshore,2050,false,0.0,0.0,2050
HU_Coal,2050,false,0.0,0.0,2050
HU_Nuclear,2050,false,0.0,0.0,2050
HU_CCGT,2050,false,0.0,0.0,2050
HU_OCGT,2050,false,0.0,0.0,2050
HU_Battery,2050,false,0.0,0.0,2050
HU_Wind_Onshore2,2050,false,0.0,0.0,2050
HU_Wind_Offshore2,2050,false,0.0,0.0,2050
HU_Coal2,2050,false,0.0,0.0,2050
HU_Nuclear2,2050,false,0.0,0.0,2050
SK_Solar,2050,false,0.0,0.0,2050
SK_Wind_Onshore,2050,false,0.0,0.0,2050
SK_Wind_Offshore,2050,false,0.0,0.0,2050
SK_Coal,2050,false,0.0,0.0,2050
SK_Nuclear,2050,false,0.0,0.0,2050
SK_CCGT,2050,false,0.0,0.0,2050
SK_OCGT,2050,false,0.0,0.0,2050
SK_Battery,2050,false,0.0,0.0,2050
SK_Wind_Onshore2,2050,false,0.0,0.0,2050
SK_Wind_Offshore2,2050,false,0.0,0.0,2050
SK_Coal2,2050,false,0.0,0.0,2050
SK_Nuclear2,2050,false,0.0,0.0,2050
PT_Solar,2050,false,0.0,0.0,2050
PT_Wind_Onshore,2050,false,0.0,0.0,2050
PT_Wind_Offshore,2050,false,0.0,0.0,2050
PT_Coal,2050,false,0.0,0.0,2050
PT_Nuclear,2050,false,0.0,0.0,2050
PT_CCGT,2050,false,0.0,0.0,2050
PT_OCGT,2050,false,0.0,0.0,2050
PT_Battery,2050,false,0.0,0.0,2050
PT_Wind_Onshore2,2050,false,0.0,0.0,2050
PT_Wind_Offshore2,2050,false,0.0,0.0,2050
PT_Coal2,2050,false,0.0,0.0,2050
PT_Nuclear2,2050,false,0.0,0.0,2050
HR_Solar,2050,false,0.0,0.0,2050
HR_Wind_Onshore,2050,false,0.0,0.0,2050
HR_Wind_Offshore,2050,false,0.0,0.0,2050
HR_Coal,2050,false,0.0,0.0,2050
HR_Nuclear,2050,false,0.0,0.0,2050
HR_CCGT,2050,false,0.0,0.0,2050
HR_OCGT,2050,false,0.0,0.0,2050
HR_Battery,2050,false,0.0,0.0,2050
HR_Wind_Onshore2,2050,false,0.0,0.0,2050
HR_Wind_Offshore2,2050,false,0.0,0.0,2050
HR_Coal2,2050,false,0.0,0.0,2050
HR_Nuclear2,2050,false,0.0,0.0,2050
RO_Solar,2050,false,0.0,0.0,2050
RO_Wind_Onshore,2050,false,0.0,0.0,2050
RO_Wind_Offshore,2050,false,0.0,0.0,2050
RO_Coal,2050,false,0.0,0.0,2050
RO_Nuclear,2050,false,0.0,0.0,2050
RO_CCGT,2050,false,0.0,0.0,2050
RO_OCGT,2050,false,0.0,0.0,2050
RO_Battery,2050,false,0.0,0.0,2050
RO_Wind_Onshore2,2050,false,0.0,0.0,2050
RO_Wind_Offshore2,2050,false,0.0,0.0,2050
RO_Coal2,2050,false,0.0,0.0,2050
RO_Nuclear2,2050,false,0.0,0.0,2050
GR_Solar,2050,false,0.0,0.0,2050
GR_Wind_Onshore,2050,false,0.0,0.0,2050
GR_Wind_Offshore,2050,false,0.0,0.0,2050
GR_Coal,2050,false,0.0,0.0,2050
GR_Nuclear,2050,false,0.0,0.0,2050
GR_CCGT,2050,false,0.0,0.0,2050
GR_OCGT,2050,false,0.0,0.0,2050
GR_Battery,2050,false,0.0,0.0,2050
GR_Wind_Onshore2,2050,false,0.0,0.0,2050
GR_Wind_Offshore2,2050,false,0.0,0.0,2050
GR_Coal2,2050,false,0.0,0.0,2050
GR_Nuclear2,2050,false,0.0,0.0,2050
LV_Solar,2050,false,0.0,0.0,2050
LV_Wind_Onshore,2050,false,0.0,0.0,2050
LV_Wind_Offshore,2050,false,0.0,0.0,2050
LV_Coal,2050,false,0.0,0.0,2050
LV_Nuclear,2050,false,0.0,0.0,2050
LV_CCGT,2050,false,0.0,0.0,2050
LV_OCGT,2050,false,0.0,0.0,2050
LV_Battery,2050,false,0.0,0.0,2050
LV_Wind_Onshore2,2050,false,0.0,0.0,2050
LV_Wind_Offshore2,2050,false,0.0,0.0,2050
LV_Coal2,2050,false,0.0,0.0,2050
LV_Nuclear2,2050,false,0.0,0.0,2050
EE_Solar,2050,false,0.0,0.0,2050
EE_Wind_Onshore,2050,false,0.0,0.0,2050
EE_Wind_Offshore,2050,false,0.0,0.0,2050
EE_Coal,2050,false,0.0,0.0,2050
EE_Nuclear,2050,false,0.0,0.0,2050
EE_CCGT,2050,false,0.0,0.0,2050
EE_OCGT,2050,false,0.0,0.0,2050
EE_Battery,2050,false,0.0,0.0,2050
EE_Wind_Onshore2,2050,false,0.0,0.0,2050
EE_Wind_Offshore2,2050,false,0.0,0.0,2050
EE_Coal2,2050,false,0.0,0.0,2050
EE_Nuclear2,2050,false,0.0,0.0,2050
MT_Solar,2050,false,0.0,0.0,2050
MT_Wind_Onshore,2050,false,0.0,0.0,2050
MT_Wind_Offshore,2050,false,0.0,0.0,2050
MT_Coal,2050,false,0.0,0.0,2050
MT_Nuclear,2050,false,0.0,0.0,2050
MT_CCGT,2050,false,0.0,0.0,2050
MT_OCGT,2050,false,0.0,0.0,2050
MT_Battery,2050,false,0.0,0.0,2050
MT_Wind_Onshore2,2050,false,0.0,0.0,2050
MT_Wind_Offshore2,2050,false,0.0,0.0,2050
MT_Coal2,2050,false,0.0,0.0,2050
MT_Nuclear2,2050,false,0.0,0.0,2050
CY_Solar,2050,false,0.0,0.0,2050
CY_Wind_Onshore,2050,false,0.0,0.0,2050
CY_Wind_Offshore,2050,false,0.0,0.0,2050
CY_Coal,2050,false,0.0,0.0,2050
CY_Nuclear,2050,false,0.0,0.0,2050
CY_CCGT,2050,false,0.0,0.0,2050
CY_OCGT,2050,false,0.0,0.0,2050
CY_Battery,2050,false,0.0,0.0,2050
CY_Wind_Onshore2,2050,false,0.0,0.0,2050
CY_Wind_Offshore2,2050,false,0.0,0.0,2050
CY_Coal2,2050,false,0.0,0.0,2050
CY_Nuclear2,2050,false,0.0,0.0,2050
BG_Solar,2050,false,0.0,0.0,2050
BG_Wind_Onshore,2050,false,0.0,0.0,2050
BG_Wind_Offshore,2050,false,0.0,0.0,2050
BG_Coal,2050,false,0.0,0.0,2050
BG_Nuclear,2050,false,0.0,0.0,2050
BG_CCGT,2050,false,0.0,0.0,2050
BG_OCGT,2050,false,0.0,0.0,2050
BG_Battery,2050,false,0.0,0.0,2050
BG_Wind_Onshore2,2050,false,0.0,0.0,2050
BG_Wind_Offshore2,2050,false,0.0,0.0,2050
BG_Coal2,2050,false,0.0,0.0,2050
BG_Nuclear2,2050,false,0.0,0.0,2050
X1_Solar,2050,false,0.0,0.0,2050
X1_Wind_Onshore,2050,false,0.0,0.0,2050
X1_Wind_Offshore,2050,false,0.0,0.0,2050
X1_Coal,2050,false,0.0,0.0,2050
X1_Nuclear,2050,false,0.0,0.0,2050
X1_CCGT,2050,false,0.0,0.0,2050
X1_OCGT,2050,false,0.0,0.0,2050
X1_Battery,2050,false,0.0,0.0,2050
X1_Wind_Onshore2,2050,false,0.0,0.0,2050
X1_Wind_Offshore2,2050,false,0.0,0.0,2050
X1_Coal2,2050,false,0.0,0.0,2050
X1_Nuclear2,2050,false,0.0,0.0,2050
X2_Solar,2050,false,0.0,0.0,2050
X2_Wind_Onshore,2050,false,0.0,0.0,2050
X2_Wind_Offshore,2050,false,0.0,0.0,2050
X2_Coal,2050,false,0.0,0.0,2050
X2_Nuclear,2050,false,0.0,0.0,2050
X2_CCGT,2050,false,0.0,0.0,2050
X2_OCGT,2050,false,0.0,0.0,2050
X2_Battery,2050,false,0.0,0.0,2050
X2_Wind_Onshore2,2050,false,0.0,0.0,2050
X2_Wind_Offshore2,2050,false,0.0,0.0,2050
X2_Coal2,2050,false,0.0,0.0,2050
X2_Nuclear2,2050,false,0.0,0.0,2050
X3_Solar,2050,false,0.0,0.0,2050
X3_Wind_Onshore,2050,false,0.0,0.0,2050
X3_Wind_Offshore,2050,false,0.0,0.0,2050
X3_Coal,2050,false,0.0,0.0,2050
X3_Nuclear,2050,false,0.0,0.0,2050
X3_CCGT,2050,false,0.0,0.0,2050
X3_OCGT,2050,false,0.0,0.0,2050
X3_Battery,2050,false,0.0,0.0,2050
X3_Wind_Onshore2,2050,false,0.0,0.0,2050
X3_Wind_Offshore2,2050,false,0.0,0.0,2050
X3_Coal2,2050,false,0.0,0.0,2050
X3_Nuclear2,2050,false,0.0,0.0,2050
X4_Solar,2050,false,0.0,0.0,2050
X4_Wind_Onshore,2050,false,0.0,0.0,2050
X4_Wind_Offshore,2050,false,0.0,0.0,2050
X4_Coal,2050,false,0.0,0.0,2050
X4_Nuclear,2050,false,0.0,0.0,2050
X4_CCGT,2050,false,0.0,0.0,2050
X4_OCGT,2050,false,0.0,0.0,2050
X4_Battery,2050,false,0.0,0.0,2050
X4_Wind_Onshore2,2050,false,0.0,0.0,2050
X4_Wind_Offshore2,2050,false,0.0,0.0,2050
X4_Coal2,2050,false,0.0,0.0,2050
X4_Nuclear2,2050,false,0.0,0.0,2050
X5_Solar,2050,false,0.0,0.0,2050
X5_Wind_Onshore,2050,false,0.0,0.0,2050
X5_Wind_Offshore,2050,false,0.0,0.0,2050
X5_Coal,2050,false,0.0,0.0,2050
X5_Nuclear,2050,false,0.0,0.0,2050
X5_CCGT,2050,false,0.0,0.0,2050
X5_OCGT,2050,false,0.0,0.0,2050
X5_Battery,2050,false,0.0,0.0,2050
X5_Wind_Onshore2,2050,false,0.0,0.0,2050
X5_Wind_Offshore2,2050,false,0.0,0.0,2050
X5_Coal2,2050,false,0.0,0.0,2050
X5_Nuclear2,2050,false,0.0,0.0,2050
X6_Solar,2050,false,0.0,0.0,2050
X6_Wind_Onshore,2050,false,0.0,0.0,2050
X6_Wind_Offshore,2050,false,0.0,0.0,2050
X6_Coal,2050,false,0.0,0.0,2050
X6_Nuclear,2050,false,0.0,0.0,2050
X6_CCGT,2050,false,0.0,0.0,2050
X6_OCGT,2050,false,0.0,0.0,2050
X6_Battery,2050,false,0.0,0.0,2050
X6_Wind_Onshore2,2050,false,0.0,0.0,2050
X6_Wind_Offshore2,2050,false,0.0,0.0,2050
X6_Coal2,2050,false,0.0,0.0,2050
X6_Nuclear2,2050,false,0.0,0.0,2050
X7_Solar,2050,false,0.0,0.0,2050
X7_Wind_Onshore,2050,false,0.0,0.0,2050
X7_Wind_Offshore,2050,false,0.0,0.0,2050
X7_Coal,2050,false,0.0,0.0,2050
X7_Nuclear,2050,false,0.0,0.0,2050
X7_CCGT,2050,false,0.0,0.0,2050
X7_OCGT,2050,false,0.0,0.0,2050
X7_Battery,2050,false,0.0,0.0,2050
X7_Wind_Onshore2,2050,false,0.0,0.0,2050
X7_Wind_Offshore2,2050,false,0.0,0.0,2050
X7_Coal2,2050,false,0.0,0.0,2050
X7_Nuclear2,2050,false,0.0,0.0,2050
X8_Solar,2050,false,0.0,0.0,2050
X8_Wind_Onshore,2050,false,0.0,0.0,2050
X8_Wind_Offshore,2050,false,0.0,0.0,2050
X8_Coal,2050,false,0.0,0.0,2050
X8_Nuclear,2050,false,0.0,0.0,2050
X8_CCGT,2050,false,0.0,0.0,2050
X8_OCGT,2050,false,0.0,0.0,2050
X8_Battery,2050,false,0.0,0.0,2050
X8_Wind_Onshore2,2050,false,0.0,0.0,2050
X8_Wind_Offshore2,2050,false,0.0,0.0,2050
X8_Coal2,2050,false,0.0,0.0,2050
X8_Nuclear2,2050,false,0.0,0.0,2050
X9_Solar,2050,false,0.0,0.0,2050
X9_Wind_Onshore,2050,false,0.0,0.0,2050
X9_Wind_Offshore,2050,false,0.0,0.0,2050
X9_Coal,2050,false,0.0,0.0,2050
X9_Nuclear,2050,false,0.0,0.0,2050
X9_CCGT,2050,false,0.0,0.0,2050
X9_OCGT,2050,false,0.0,0.0,2050
X9_Battery,2050,false,0.0,0.0,2050
X9_Wind_Onshore2,2050,false,0.0,0.0,2050
X9_Wind_Offshore2,2050,false,0.0,0.0,2050
X9_Coal2,2050,false,0.0,0.0,2050
X9_Nuclear2,2050,false,0.0,0.0,2050
X0_Solar,2050,false,0.0,0.0,2050
X0_Wind_Onshore,2050,false,0.0,0.0,2050
X0_Wind_Offshore,2050,false,0.0,0.0,2050
X0_Coal,2050,false,0.0,0.0,2050
X0_Nuclear,2050,false,0.0,0.0,2050
X0_CCGT,2050,false,0.0,0.0,2050
X0_OCGT,2050,false,0.0,0.0,2050
X0_Battery,2050,false,0.0,0.0,2050
X0_Wind_Onshore2,2050,false,0.0,0.0,2050
X0_Wind_Offshore2,2050,false,0.0,0.0,2050
X0_Coal2,2050,false,0.0,0.0,2050
X0_Nuclear2,2050,false,0.0,0.0,2050
