id,asset,year,period_block_start,period_block_end,dual_balance_storage_over_clustered_year,dual_max_storage_level_over_clustered_year_limit,dual_min_storage_level_over_clustered_year_limit
219,AT_Pump_Hydro_Open,2050,145,148,-0.0,0.0,0.0
220,AT_Pump_Hydro_Open,2050,149,152,-0.0,0.0,0.0
221,AT_Pump_Hydro_Open,2050,153,156,-0.0,0.0,0.0
222,AT_Pump_Hydro_Open,2050,157,160,-0.0,0.0,0.0
223,AT_Pump_Hydro_Open,2050,161,164,-0.0,0.0,0.0
224,AT_Pump_Hydro_Open,2050,165,168,-0.0,0.0,0.0
225,AT_Pump_Hydro_Open,2050,169,172,-0.0,0.0,0.0
226,AT_Pump_Hydro_Open,2050,173,176,-0.0,0.0,0.0
227,AT_Pump_Hydro_Open,2050,177,180,-0.0,0.0,0.0
228,AT_Pump_Hydro_Open,2050,181,184,-0.0,0.0,0.0
229,AT_Pump_Hydro_Open,2050,185,188,-0.0,0.0,0.0
230,AT_Pump_Hydro_Open,2050,189,192,-0.0,0.0,0.0
231,AT_Pump_Hydro_Open,2050,193,196,-0.0,0.0,0.0
232,AT_Pump_Hydro_Open,2050,197,200,-0.0,0.0,0.0
233,AT_Pump_Hydro_Open,2050,201,204,-0.0,0.0,0.0
234,AT_Pump_Hydro_Open,2050,205,208,-0.0,0.0,0.0
235,AT_Pump_Hydro_Open,2050,209,212,-0.0,0.0,0.0
236,AT_Pump_Hydro_Open,2050,213,216,-0.0,0.0,0.0
237,AT_Pump_Hydro_Open,2050,217,220,-0.0,0.0,0.0
238,AT_Pump_Hydro_Open,2050,221,224,-0.0,0.0,0.0
239,AT_Pump_Hydro_Open,2050,225,228,-0.0,0.0,0.0
240,AT_Pump_Hydro_Open,2050,229,232,-0.0,0.0,0.0
241,AT_Pump_Hydro_Open,2050,233,236,-0.0,0.0,0.0
242,AT_Pump_Hydro_Open,2050,237,240,-0.0,0.0,0.0
243,AT_Pump_Hydro_Open,2050,241,244,-0.0,0.0,0.0
244,AT_Pump_Hydro_Open,2050,245,248,-0.0,0.0,0.0
245,AT_Pump_Hydro_Open,2050,249,252,-0.0,0.0,0.0
246,AT_Pump_Hydro_Open,2050,253,256,-0.0,0.0,0.0
247,AT_Pump_Hydro_Open,2050,257,260,-0.0,-0.0860761025935004,0.0
248,AT_Pump_Hydro_Open,2050,261,264,-0.0860761025935004,0.0,0.0
249,AT_Pump_Hydro_Open,2050,265,268,-0.0860761025935004,0.0,0.0
250,AT_Pump_Hydro_Open,2050,269,272,-0.0860761025935004,0.0,0.0
