id,asset,year,rep_period,time_block_start,time_block_end,dual_balance_conversion
1038,LT_electrolyzer,2050,3,21,24,-0.0
1039,LT_electrolyzer,2050,4,1,4,-0.0
1040,LT_electrolyzer,2050,4,5,8,-0.0
1041,LT_electrolyzer,2050,4,9,12,-0.0
1042,LT_electrolyzer,2050,4,13,16,-0.0
1043,LT_electrolyzer,2050,4,17,20,-0.0
1044,LT_electrolyzer,2050,4,21,24,-0.0
1045,LT_electrolyzer,2050,5,1,4,-0.0
1046,LT_electrolyzer,2050,5,5,8,-0.0
1047,LT_electrolyzer,2050,5,9,12,-0.0
1048,LT_electrolyzer,2050,5,13,16,-0.0
1049,LT_electrolyzer,2050,5,17,20,-0.0
1050,LT_electrolyzer,2050,5,21,24,-0.0
1051,LT_electrolyzer,2050,6,1,4,-0.0
1052,LT_electrolyzer,2050,6,5,8,-0.0
1053,LT_electrolyzer,2050,6,9,12,-0.0
1054,LT_electrolyzer,2050,6,13,16,-0.0
1055,LT_electrolyzer,2050,6,17,20,-0.0
1056,LT_electrolyzer,2050,6,21,24,-0.0
1057,LT_electrolyzer,2050,7,1,4,-0.0
1058,LT_electrolyzer,2050,7,5,8,-0.0
1059,LT_electrolyzer,2050,7,9,12,-0.0
1060,LT_electrolyzer,2050,7,13,16,-0.0
1061,LT_electrolyzer,2050,7,17,20,-0.0
1062,LT_electrolyzer,2050,7,21,24,-0.0
1063,LT_electrolyzer,2050,8,1,4,-0.0
1064,LT_electrolyzer,2050,8,5,8,-0.0
1065,LT_electrolyzer,2050,8,9,12,-0.0
1066,LT_electrolyzer,2050,8,13,16,-0.0
1067,LT_electrolyzer,2050,8,17,20,-0.0
1068,LT_electrolyzer,2050,8,21,24,-0.0
1069,LT_electrolyzer,2050,9,1,4,-0.0
1070,LT_electrolyzer,2050,9,5,8,-0.0
1071,LT_electrolyzer,2050,9,9,12,-0.0
1072,LT_electrolyzer,2050,9,13,16,-0.0
1073,LT_electrolyzer,2050,9,17,20,-0.0
1074,LT_electrolyzer,2050,9,21,24,-0.0
1075,LT_electrolyzer,2050,10,1,4,-0.0
1076,LT_electrolyzer,2050,10,5,8,0.529
1077,LT_electrolyzer,2050,10,9,12,0.5290000000000001
1078,LT_electrolyzer,2050,10,13,16,0.529
1079,LT_electrolyzer,2050,10,17,20,0.529
1080,LT_electrolyzer,2050,10,21,24,-0.0
1081,LU_electrolyzer,2050,1,1,4,1.7225000000000004
1082,LU_electrolyzer,2050,1,5,8,53.0
1083,LU_electrolyzer,2050,1,9,12,53.0
1084,LU_electrolyzer,2050,1,13,16,53.0
1085,LU_electrolyzer,2050,1,17,20,53.0
1086,LU_electrolyzer,2050,1,21,24,-0.0
1087,LU_electrolyzer,2050,2,1,4,-0.0
1088,LU_electrolyzer,2050,2,5,8,-0.0
1089,LU_electrolyzer,2050,2,9,12,-0.0
1090,LU_electrolyzer,2050,2,13,16,-0.0
1091,LU_electrolyzer,2050,2,17,20,-0.0
1092,LU_electrolyzer,2050,2,21,24,-0.0
1093,LU_electrolyzer,2050,3,1,4,-0.0
1094,LU_electrolyzer,2050,3,5,8,-0.0
1095,LU_electrolyzer,2050,3,9,12,-0.0
1096,LU_electrolyzer,2050,3,13,16,-0.0
1097,LU_electrolyzer,2050,3,17,20,-0.0
1098,LU_electrolyzer,2050,3,21,24,-0.0
1099,LU_electrolyzer,2050,4,1,4,-0.0
1100,LU_electrolyzer,2050,4,5,8,-0.0
1101,LU_electrolyzer,2050,4,9,12,-0.0
1102,LU_electrolyzer,2050,4,13,16,-0.0
1103,LU_electrolyzer,2050,4,17,20,-0.0
1104,LU_electrolyzer,2050,4,21,24,-0.0
1105,LU_electrolyzer,2050,5,1,4,-0.0
1106,LU_electrolyzer,2050,5,5,8,-0.0
1107,LU_electrolyzer,2050,5,9,12,-0.0
