id,asset,year,rep_period,time_block_start,time_block_end,rn,dual_su_sd_eq_units_on_diff
12555,HR_Nuclear,2030,6,21,21,21,0.0
12556,HR_Nuclear,2030,6,22,22,22,0.0
12557,HR_Nuclear,2030,6,23,23,23,0.0
12558,HR_Nuclear,2030,6,24,24,24,0.0
12559,HR_Nuclear,2030,7,2,2,2,0.0
12560,HR_Nuclear,2030,7,3,3,3,0.0
12561,HR_Nuclear,2030,7,4,4,4,0.0
12562,HR_Nuclear,2030,7,5,5,5,0.0
12563,HR_Nuclear,2030,7,6,6,6,0.0
12564,HR_Nuclear,2030,7,7,7,7,0.0
12565,HR_Nuclear,2030,7,8,8,8,0.0
12566,HR_Nuclear,2030,7,9,9,9,0.0
12567,HR_Nuclear,2030,7,10,10,10,0.0
12568,HR_Nuclear,2030,7,11,11,11,0.0
12569,HR_Nuclear,2030,7,12,12,12,0.0
12570,HR_Nuclear,2030,7,13,13,13,0.0
12571,HR_Nuclear,2030,7,14,14,14,0.0
12572,HR_Nuclear,2030,7,15,15,15,0.0
12573,HR_Nuclear,2030,7,16,16,16,0.0
12574,HR_Nuclear,2030,7,17,17,17,0.0
12575,HR_Nuclear,2030,7,18,18,18,0.0
12576,HR_Nuclear,2030,7,19,19,19,0.0
12577,HR_Nuclear,2030,7,20,20,20,0.0
12578,HR_Nuclear,2030,7,21,21,21,0.0
12579,HR_Nuclear,2030,7,22,22,22,0.0
12580,HR_Nuclear,2030,7,23,23,23,0.0
12581,HR_Nuclear,2030,7,24,24,24,0.0
12582,HR_Nuclear,2030,8,2,2,2,0.0
12583,HR_Nuclear,2030,8,3,3,3,0.0
12584,HR_Nuclear,2030,8,4,4,4,0.0
12585,HR_Nuclear,2030,8,5,5,5,0.0
12586,HR_Nuclear,2030,8,6,6,6,0.0
12587,HR_Nuclear,2030,8,7,7,7,0.0
12588,HR_Nuclear,2030,8,8,8,8,0.0
12589,HR_Nuclear,2030,8,9,9,9,0.0
12590,HR_Nuclear,2030,8,10,10,10,0.0
12591,HR_Nuclear,2030,8,11,11,11,0.0
12592,HR_Nuclear,2030,8,12,12,12,0.0
12593,HR_Nuclear,2030,8,13,13,13,0.0
12594,HR_Nuclear,2030,8,14,14,14,0.0
12595,HR_Nuclear,2030,8,15,15,15,0.0
12596,HR_Nuclear,2030,8,16,16,16,0.0
12597,HR_Nuclear,2030,8,17,17,17,0.0
12598,HR_Nuclear,2030,8,18,18,18,0.0
12599,HR_Nuclear,2030,8,19,19,19,0.0
12600,HR_Nuclear,2030,8,20,20,20,0.0
12601,HR_Nuclear,2030,8,21,21,21,0.0
12602,HR_Nuclear,2030,8,22,22,22,0.0
12603,HR_Nuclear,2030,8,23,23,23,0.0
12604,HR_Nuclear,2030,8,24,24,24,0.0
12605,HR_Nuclear,2030,9,2,2,2,0.0
12606,HR_Nuclear,2030,9,3,3,3,0.0
12607,HR_Nuclear,2030,9,4,4,4,0.0
12608,HR_Nuclear,2030,9,5,5,5,0.0
12609,HR_Nuclear,2030,9,6,6,6,0.0
12610,HR_Nuclear,2030,9,7,7,7,0.0
12611,HR_Nuclear,2030,9,8,8,8,0.0
12612,HR_Nuclear,2030,9,9,9,9,0.0
12613,HR_Nuclear,2030,9,10,10,10,0.0
12614,HR_Nuclear,2030,9,11,11,11,0.0
12615,HR_Nuclear,2030,9,12,12,12,0.0
12616,HR_Nuclear,2030,9,13,13,13,0.0
12617,HR_Nuclear,2030,9,14,14,14,0.0
12618,HR_Nuclear,2030,9,15,15,15,0.0
12619,HR_Nuclear,2030,9,16,16,16,0.0
12620,HR_Nuclear,2030,9,17,17,17,0.0
12621,HR_Nuclear,2030,9,18,18,18,0.0
12622,HR_Nuclear,2030,9,19,19,19,0.0
12623,HR_Nuclear,2030,9,20,20,20,0.0
12624,HR_Nuclear,2030,9,21,21,21,0.0
