from_asset,investable,milestone_year,to_asset,variable_cost,dc_opf,reactance
SI_electrolyzer,false,2050,SI_H_Demand,0.0,false,0.3
EU_SMR_CCS,false,2050,SI_H_Demand,0.05,false,0.3
HU_E_Balance,false,2050,HU_electrolyzer,0.0,false,0.3
HU_electrolyzer,false,2050,HU_H_Demand,0.0,false,0.3
EU_SMR_CCS,false,2050,HU_H_Demand,0.05,false,0.3
SK_E_Balance,false,2050,SK_electrolyzer,0.0,false,0.3
SK_electrolyzer,false,2050,SK_H_Demand,0.0,false,0.3
EU_SMR_CCS,false,2050,SK_H_Demand,0.05,false,0.3
LT_E_Balance,false,2050,LT_electrolyzer,0.0,false,0.3
LT_electrolyzer,false,2050,LT_H_Demand,0.0,false,0.3
EU_SMR_CCS,false,2050,LT_H_Demand,0.05,false,0.3
LV_E_Balance,false,2050,LV_electrolyzer,0.0,false,0.3
LV_electrolyzer,false,2050,LV_H_Demand,0.0,false,0.3
EU_SMR_CCS,false,2050,LV_H_Demand,0.05,false,0.3
EE_E_Balance,false,2050,EE_electrolyzer,0.0,false,0.3
EE_electrolyzer,false,2050,EE_H_Demand,0.0,false,0.3
EU_SMR_CCS,false,2050,EE_H_Demand,0.05,false,0.3
FI_E_Balance,false,2050,FI_electrolyzer,0.0,false,0.3
FI_electrolyzer,false,2050,FI_H_Demand,0.0,false,0.3
EU_SMR_CCS,false,2050,FI_H_Demand,0.05,false,0.3
HR_E_Balance,false,2050,HR_electrolyzer,0.0,false,0.3
HR_electrolyzer,false,2050,HR_H_Demand,0.0,false,0.3
EU_SMR_CCS,false,2050,HR_H_Demand,0.05,false,0.3
GR_E_Balance,false,2050,GR_electrolyzer,0.0,false,0.3
GR_electrolyzer,false,2050,GR_H_Demand,0.0,false,0.3
EU_SMR_CCS,false,2050,GR_H_Demand,0.05,false,0.3
BG_E_Balance,false,2050,BG_electrolyzer,0.0,false,0.3
BG_electrolyzer,false,2050,BG_H_Demand,0.0,false,0.3
EU_SMR_CCS,false,2050,BG_H_Demand,0.05,false,0.3
RO_E_Balance,false,2050,RO_electrolyzer,0.0,false,0.3
RO_electrolyzer,false,2050,RO_H_Demand,0.0,false,0.3
EU_SMR_CCS,false,2050,RO_H_Demand,0.05,false,0.3
CY_E_Balance,false,2050,CY_electrolyzer,0.0,false,0.3
CY_electrolyzer,false,2050,CY_H_Demand,0.0,false,0.3
EU_SMR_CCS,false,2050,CY_H_Demand,0.05,false,0.3
OBZLL_E_Balance,false,2050,OBZLL_E_Demand,0.0,false,0.3
OBZLL_E_Balance,false,2050,OBZLL_electrolyzer,0.0,false,0.3
OBZLL_electrolyzer,false,2050,OBZLL_H_Demand,0.0,false,0.3
EU_SMR_CCS,false,2050,OBZLL_H_Demand,0.05,false,0.3
NL_E_Balance,false,2050,BE_E_Balance,0.0,false,0.3
DE_E_Balance,false,2050,NL_E_Balance,0.0,false,0.3
DE_E_Balance,false,2050,BE_E_Balance,0.0,false,0.3
FR_E_Balance,false,2050,DE_E_Balance,0.0,false,0.3
FR_E_Balance,false,2050,BE_E_Balance,0.0,false,0.3
DK_E_Balance,false,2050,DE_E_Balance,0.0,false,0.3
DK_E_Balance,false,2050,NL_E_Balance,0.0,false,0.3
UK_E_Balance,false,2050,BE_E_Balance,0.0,false,0.3
UK_E_Balance,false,2050,DK_E_Balance,0.0,false,0.3
UK_E_Balance,false,2050,FR_E_Balance,0.0,false,0.3
UK_E_Balance,false,2050,NL_E_Balance,0.0,false,0.3
IE_E_Balance,false,2050,UK_E_Balance,0.0,false,0.3
IE_E_Balance,false,2050,FR_E_Balance,0.0,false,0.3
CH_E_Balance,false,2050,DE_E_Balance,0.0,false,0.3
CH_E_Balance,false,2050,FR_E_Balance,0.0,false,0.3
AT_E_Balance,false,2050,CH_E_Balance,0.0,false,0.3
AT_E_Balance,false,2050,DE_E_Balance,0.0,false,0.3
LU_E_Balance,false,2050,BE_E_Balance,0.0,false,0.3
LU_E_Balance,false,2050,DE_E_Balance,0.0,false,0.3
LU_E_Balance,false,2050,FR_E_Balance,0.0,false,0.3
CZ_E_Balance,false,2050,AT_E_Balance,0.0,false,0.3
CZ_E_Balance,false,2050,DE_E_Balance,0.0,false,0.3
PL_E_Balance,false,2050,DK_E_Balance,0.0,false,0.3
PL_E_Balance,false,2050,CZ_E_Balance,0.0,false,0.3
PL_E_Balance,false,2050,DE_E_Balance,0.0,false,0.3
SE_E_Balance,false,2050,DK_E_Balance,0.0,false,0.3
SE_E_Balance,false,2050,PL_E_Balance,0.0,false,0.3
SE_E_Balance,false,2050,DE_E_Balance,0.0,false,0.3
NO_E_Balance,false,2050,DK_E_Balance,0.0,false,0.3
NO_E_Balance,false,2050,NL_E_Balance,0.0,false,0.3
NO_E_Balance,false,2050,DE_E_Balance,0.0,false,0.3
NO_E_Balance,false,2050,SE_E_Balance,0.0,false,0.3
NO_E_Balance,false,2050,UK_E_Balance,0.0,false,0.3
ES_E_Balance,false,2050,FR_E_Balance,0.0,false,0.3
PT_E_Balance,false,2050,ES_E_Balance,0.0,false,0.3
IT_E_Balance,false,2050,FR_E_Balance,0.0,false,0.3
IT_E_Balance,false,2050,CH_E_Balance,0.0,false,0.3
IT_E_Balance,false,2050,AT_E_Balance,0.0,false,0.3
MT_E_Balance,false,2050,IT_E_Balance,0.0,false,0.3
SI_E_Balance,false,2050,AT_E_Balance,0.0,false,0.3
SI_E_Balance,false,2050,IT_E_Balance,0.0,false,0.3
HU_E_Balance,false,2050,AT_E_Balance,0.0,false,0.3
HU_E_Balance,false,2050,SI_E_Balance,0.0,false,0.3
SK_E_Balance,false,2050,CZ_E_Balance,0.0,false,0.3
SK_E_Balance,false,2050,HU_E_Balance,0.0,false,0.3
SK_E_Balance,false,2050,PL_E_Balance,0.0,false,0.3
LT_E_Balance,false,2050,SE_E_Balance,0.0,false,0.3
LT_E_Balance,false,2050,PL_E_Balance,0.0,false,0.3
LV_E_Balance,false,2050,LT_E_Balance,0.0,false,0.3
EE_E_Balance,false,2050,LV_E_Balance,0.0,false,0.3
FI_E_Balance,false,2050,EE_E_Balance,0.0,false,0.3
FI_E_Balance,false,2050,SE_E_Balance,0.0,false,0.3
HR_E_Balance,false,2050,HU_E_Balance,0.0,false,0.3
HR_E_Balance,false,2050,SI_E_Balance,0.0,false,0.3
GR_E_Balance,false,2050,IT_E_Balance,0.0,false,0.3
BG_E_Balance,false,2050,GR_E_Balance,0.0,false,0.3
RO_E_Balance,false,2050,BG_E_Balance,0.0,false,0.3
RO_E_Balance,false,2050,HU_E_Balance,0.0,false,0.3
CY_E_Balance,false,2050,GR_E_Balance,0.0,false,0.3
OBZLL_E_Balance,false,2050,NL_E_Balance,0.0,false,0.3
OBZLL_E_Balance,false,2050,UK_E_Balance,0.0,false,0.3
